EncounterType,HospitalCounty,OSHPD_ID,FacilityName,System,Ownership,Urban_Rural,Teaching,LicensedBedSize,PrimaryCareShortageArea,MentalHealthShortageArea,HomelessIndicator,Demographic,DemographicValue,Encounters,TotalEncounters,Percent
ED Visits,San Francisco,380965,St. Mary's Medical Center,Dignity Health,Non-Profit,Urban,Teaching,200-299,No,No,Homeless,Sex,Male,3096,4118,75.2
ED Visits,San Francisco,381154,UCSF Medical Center,University Of California,Government,Urban,Teaching,400+,No,No,Homeless,Sex,Female,303,1468,20.6
ED Visits,San Francisco,381154,UCSF Medical Center,University Of California,Government,Urban,Teaching,400+,No,No,Homeless,Sex,Male,1165,1468,79.4
ED Visits,San Francisco,382715,Chinese Hospital,N/A,Non-Profit,Urban,Non-Teaching,1-99,No,Yes,Homeless,Sex,Female,24,107,22.4
ED Visits,San Francisco,382715,Chinese Hospital,N/A,Non-Profit,Urban,Non-Teaching,1-99,No,Yes,Homeless,Sex,Male,83,107,77.6
ED Visits,San Francisco,384176,California Pacific Medical Center - Van Ness Campus,Sutter Health,Non-Profit,Urban,Non-Teaching,200-299,No,Yes,Homeless,Sex,Female,895,3645,24.6
ED Visits,San Francisco,384176,California Pacific Medical Center - Van Ness Campus,Sutter Health,Non-Profit,Urban,Non-Teaching,200-299,No,Yes,Homeless,Sex,Male,2750,3645,75.4
ED Visits,San Francisco,384202,California Pacific Medical Center - Mission Bernal Campus,Sutter Health,Non-Profit,Urban,Non-Teaching,100-199,No,No,Homeless,Sex,Female,942,4532,20.8
ED Visits,San Francisco,384202,California Pacific Medical Center - Mission Bernal Campus,Sutter Health,Non-Profit,Urban,Non-Teaching,100-199,No,No,Homeless,Sex,Male,3590,4532,79.2
ED Visits,San Joaquin,390846,Dameron Hospital,N/A,Non-Profit,Urban,Non-Teaching,200-299,Yes,Yes,Homeless,Sex,Female,846,2492,33.9
ED Visits,San Joaquin,390846,Dameron Hospital,N/A,Non-Profit,Urban,Non-Teaching,200-299,Yes,Yes,Homeless,Sex,Male,1646,2492,66.1
ED Visits,San Joaquin,390923,Adventist Health Lodi Memorial,Adventist Health Systems,Non-Profit,Urban,Non-Teaching,100-199,No,Yes,Homeless,Sex,Female,423,1673,25.3
ED Visits,San Joaquin,390923,Adventist Health Lodi Memorial,Adventist Health Systems,Non-Profit,Urban,Non-Teaching,100-199,No,Yes,Homeless,Sex,Male,1250,1673,74.7
ED Visits,San Joaquin,391010,San Joaquin General Hospital,N/A,Government,Urban,Non-Teaching,100-199,Yes,Yes,Homeless,Sex,Female,342,1383,24.7
ED Visits,San Joaquin,391010,San Joaquin General Hospital,N/A,Government,Urban,Non-Teaching,100-199,Yes,Yes,Homeless,Sex,Male,1041,1383,75.3
ED Visits,San Joaquin,391042,St. Joseph's Medical Center of Stockton,Dignity Health,Investor,Urban,Non-Teaching,300-399,Yes,Yes,Homeless,Sex,Female,974,3379,28.8
ED Visits,San Joaquin,391042,St. Joseph's Medical Center of Stockton,Dignity Health,Investor,Urban,Non-Teaching,300-399,Yes,Yes,Homeless,Sex,Male,2405,3379,71.2
ED Visits,San Joaquin,391056,Sutter Tracy Community Hospital,Sutter Health,Non-Profit,Urban,Non-Teaching,1-99,No,Yes,Homeless,Sex,Female,226,612,36.9
ED Visits,San Joaquin,391056,Sutter Tracy Community Hospital,Sutter Health,Non-Profit,Urban,Non-Teaching,1-99,No,Yes,Homeless,Sex,Male,386,612,63.1
ED Visits,San Joaquin,392287,Doctors Hospital of Manteca,Tenet Healthcare Corporation,Investor,Urban,Non-Teaching,1-99,No,Yes,Homeless,Sex,Female,124,399,31.1
ED Visits,San Joaquin,392287,Doctors Hospital of Manteca,Tenet Healthcare Corporation,Investor,Urban,Non-Teaching,1-99,No,Yes,Homeless,Sex,Male,275,399,68.9
ED Visits,San Joaquin,394009,Kaiser Foundation Hospital - Manteca,Kaiser Foundation Hospitals,Non-Profit,Urban,Non-Teaching,1-99,No,Yes,Homeless,Sex,Female,206,556,37.1
ED Visits,San Joaquin,394009,Kaiser Foundation Hospital - Manteca,Kaiser Foundation Hospitals,Non-Profit,Urban,Non-Teaching,1-99,No,Yes,Homeless,Sex,Male,350,556,62.9
ED Visits,San Luis Obispo,400466,"Marian Regional Medical Center, Arroyo Grande",Dignity Health,Non-Profit,Rural/Frontier,Non-Teaching,1-99,No,Yes,Homeless,Sex,Female,146,500,29.2
ED Visits,San Luis Obispo,400466,"Marian Regional Medical Center, Arroyo Grande",Dignity Health,Non-Profit,Rural/Frontier,Non-Teaching,1-99,No,Yes,Homeless,Sex,Male,354,500,70.8
ED Visits,San Luis Obispo,400480,French Hospital Medical Center,Dignity Health,Non-Profit,Rural/Frontier,Non-Teaching,1-99,No,Yes,Homeless,Sex,Female,342,1016,33.7
ED Visits,San Luis Obispo,400480,French Hospital Medical Center,Dignity Health,Non-Profit,Rural/Frontier,Non-Teaching,1-99,No,Yes,Homeless,Sex,Male,674,1016,66.3
ED Visits,San Luis Obispo,400524,Sierra Vista Regional Medical Center,Tenet Healthcare Corporation,Investor,Rural/Frontier,Non-Teaching,100-199,No,Yes,Homeless,Sex,Female,345,923,37.4
ED Visits,San Luis Obispo,400524,Sierra Vista Regional Medical Center,Tenet Healthcare Corporation,Investor,Rural/Frontier,Non-Teaching,100-199,No,Yes,Homeless,Sex,Male,578,923,62.6
ED Visits,San Luis Obispo,400548,Tenet Health Central Coast Twin Cities Community Hospital,Tenet Healthcare Corporation,Investor,Urban,Non-Teaching,100-199,No,No,Homeless,Sex,Female,158,448,35.3
ED Visits,San Luis Obispo,400548,Tenet Health Central Coast Twin Cities Community Hospital,Tenet Healthcare Corporation,Investor,Urban,Non-Teaching,100-199,No,No,Homeless,Sex,Male,290,448,64.7
ED Visits,San Mateo,410782,San Mateo Medical Center,N/A,Government,Urban,Non-Teaching,100-199,No,No,Homeless,Sex,Female,681,2557,26.6
ED Visits,San Mateo,410782,San Mateo Medical Center,N/A,Government,Urban,Non-Teaching,100-199,No,No,Homeless,Sex,Male,1876,2557,73.4
ED Visits,San Mateo,410806,Kaiser Foundation Hospital - South San Francisco,Kaiser Foundation Hospitals,Non-Profit,Urban,Non-Teaching,100-199,No,No,Homeless,Sex,Female,219,938,23.3
ED Visits,San Mateo,410806,Kaiser Foundation Hospital - South San Francisco,Kaiser Foundation Hospitals,Non-Profit,Urban,Non-Teaching,100-199,No,No,Homeless,Sex,Male,719,938,76.7
ED Visits,San Mateo,410817,AHMC Seton Medical Center,Verity Health System,Investor,Urban,Non-Teaching,300-399,No,No,Homeless,Sex,Female,200,943,21.2
ED Visits,San Mateo,410817,AHMC Seton Medical Center,Verity Health System,Investor,Urban,Non-Teaching,300-399,No,No,Homeless,Sex,Male,743,943,78.8
ED Visits,San Mateo,410828,AHMC Seton Medical Center Coastside,Verity Health System,Investor,Rural/Frontier,Non-Teaching,100-199,No,No,Homeless,Sex,Female,0,5,0
ED Visits,San Mateo,410828,AHMC Seton Medical Center Coastside,Verity Health System,Investor,Rural/Frontier,Non-Teaching,100-199,No,No,Homeless,Sex,Male,5,5,100
ED Visits,San Mateo,410852,Mills-Peninsula Medical Center,Sutter Health,Non-Profit,Urban,Non-Teaching,200-299,No,No,Homeless,Sex,Female,892,3631,24.6
ED Visits,San Mateo,410852,Mills-Peninsula Medical Center,Sutter Health,Non-Profit,Urban,Non-Teaching,200-299,No,No,Homeless,Sex,Male,2739,3631,75.4
ED Visits,San Mateo,410891,Sequoia Hospital,Dignity Health,Non-Profit,Urban,Non-Teaching,200-299,No,No,Homeless,Sex,Female,116,315,36.8
ED Visits,San Mateo,410891,Sequoia Hospital,Dignity Health,Non-Profit,Urban,Non-Teaching,200-299,No,No,Homeless,Sex,Male,199,315,63.2
ED Visits,San Mateo,414139,Kaiser Foundation Hospital - Redwood City,Kaiser Foundation Hospitals,Non-Profit,Urban,Non-Teaching,100-199,No,No,Homeless,Sex,Female,257,1034,24.9
ED Visits,San Mateo,414139,Kaiser Foundation Hospital - Redwood City,Kaiser Foundation Hospitals,Non-Profit,Urban,Non-Teaching,100-199,No,No,Homeless,Sex,Male,777,1034,75.1
ED Visits,Santa Barbara,420483,Goleta Valley Cottage Hospital,N/A,Non-Profit,Urban,Non-Teaching,1-99,No,Yes,Homeless,Sex,Female,304,1178,25.8
ED Visits,Santa Barbara,420483,Goleta Valley Cottage Hospital,N/A,Non-Profit,Urban,Non-Teaching,1-99,No,Yes,Homeless,Sex,Male,874,1178,74.2
ED Visits,Santa Barbara,420491,Lompoc Valley Medical Center,N/A,Government,Rural/Frontier,Non-Teaching,1-99,No,Yes,Homeless,Sex,Female,486,1243,39.1
ED Visits,Santa Barbara,420491,Lompoc Valley Medical Center,N/A,Government,Rural/Frontier,Non-Teaching,1-99,No,Yes,Homeless,Sex,Male,757,1243,60.9
ED Visits,Santa Barbara,420493,Marian Regional Medical Center,Dignity Health,Non-Profit,Urban,Non-Teaching,300-399,Yes,Yes,Homeless,Sex,Female,322,981,32.8
ED Visits,Santa Barbara,420493,Marian Regional Medical Center,Dignity Health,Non-Profit,Urban,Non-Teaching,300-399,Yes,Yes,Homeless,Sex,Male,659,981,67.2
ED Visits,Santa Barbara,420514,Santa Barbara Cottage Hospital,N/A,Non-Profit,Urban,Non-Teaching,400+,No,No,Homeless,Sex,Female,1149,4543,25.3
ED Visits,Santa Barbara,420514,Santa Barbara Cottage Hospital,N/A,Non-Profit,Urban,Non-Teaching,400+,No,No,Homeless,Sex,Male,3394,4543,74.7
ED Visits,Santa Barbara,420522,Santa Ynez Valley Cottage Hospital,N/A,Non-Profit,Rural/Frontier,Non-Teaching,1-99,No,Yes,Homeless,Sex,Female,24,96,25
ED Visits,Santa Barbara,420522,Santa Ynez Valley Cottage Hospital,N/A,Non-Profit,Rural/Frontier,Non-Teaching,1-99,No,Yes,Homeless,Sex,Male,72,96,75
ED Visits,Santa Clara,430705,Regional Medical Center of San Jose,HCA Healthcare Corporation,Investor,Urban,Non-Teaching,200-299,No,No,Homeless,Sex,Female,1140,3693,30.9
ED Visits,Santa Clara,430705,Regional Medical Center of San Jose,HCA Healthcare Corporation,Investor,Urban,Non-Teaching,200-299,No,No,Homeless,Sex,Male,2553,3693,69.1
ED Visits,Santa Clara,430763,El Camino Health,N/A,Non-Profit,Urban,Non-Teaching,300-399,No,No,Homeless,Sex,Female,758,2469,30.7
ED Visits,Santa Clara,430763,El Camino Health,N/A,Non-Profit,Urban,Non-Teaching,300-399,No,No,Homeless,Sex,Male,1711,2469,69.3
ED Visits,Santa Clara,430779,Good Samaritan Hospital-San Jose,HCA Healthcare Corporation,Investor,Urban,Non-Teaching,400+,No,No,Homeless,Sex,Female,257,882,29.1
ED Visits,Santa Clara,430779,Good Samaritan Hospital-San Jose,HCA Healthcare Corporation,Investor,Urban,Non-Teaching,400+,No,No,Homeless,Sex,Male,625,882,70.9
ED Visits,Santa Clara,430837,O'connor Hospital,Verity Health System,Government,Urban,Non-Teaching,300-399,No,No,Homeless,Sex,Female,414,1436,28.8
ED Visits,Santa Clara,430837,O'connor Hospital,Verity Health System,Government,Urban,Non-Teaching,300-399,No,No,Homeless,Sex,Male,1022,1436,71.2
ED Visits,Santa Clara,430883,Santa Clara Valley Medical Center,N/A,Government,Urban,Teaching,400+,No,No,Homeless,Sex,Female,163,615,26.5
ED Visits,Santa Clara,430883,Santa Clara Valley Medical Center,N/A,Government,Urban,Teaching,400+,No,No,Homeless,Sex,Male,452,615,73.5
ED Visits,Santa Clara,430905,Stanford Health Care,N/A,Non-Profit,Urban,Teaching,200-299,No,No,Homeless,Sex,Female,707,2464,28.7
ED Visits,Santa Clara,430905,Stanford Health Care,N/A,Non-Profit,Urban,Teaching,200-299,No,No,Homeless,Sex,Male,1757,2464,71.3
ED Visits,Santa Clara,431506,Kaiser Foundation Hospital - San Jose,Kaiser Foundation Hospitals,Non-Profit,Urban,Non-Teaching,200-299,No,No,Homeless,Sex,Female,451,1485,30.4
ED Visits,Santa Clara,431506,Kaiser Foundation Hospital - San Jose,Kaiser Foundation Hospitals,Non-Profit,Urban,Non-Teaching,200-299,No,No,Homeless,Sex,Male,1034,1485,69.6
ED Visits,Santa Clara,434138,St. Louise Regional Hospital,Verity Health System,Government,Rural/Frontier,Non-Teaching,1-99,No,No,Homeless,Sex,Female,149,550,27.1
ED Visits,Santa Clara,434138,St. Louise Regional Hospital,Verity Health System,Government,Rural/Frontier,Non-Teaching,1-99,No,No,Homeless,Sex,Male,401,550,72.9
ED Visits,Santa Clara,434153,Kaiser Foundation Hospital - Santa Clara,Kaiser Foundation Hospitals,Non-Profit,Urban,Non-Teaching,300-399,No,No,Homeless,Sex,Female,234,707,33.1
ED Visits,Santa Clara,434153,Kaiser Foundation Hospital - Santa Clara,Kaiser Foundation Hospitals,Non-Profit,Urban,Non-Teaching,300-399,No,No,Homeless,Sex,Male,473,707,66.9
ED Visits,Santa Cruz,440755,Dominican Hospital,Dignity Health,Non-Profit,Urban,Non-Teaching,200-299,No,Yes,Homeless,Sex,Female,1457,5220,27.9
ED Visits,Santa Cruz,440755,Dominican Hospital,Dignity Health,Non-Profit,Urban,Non-Teaching,200-299,No,Yes,Homeless,Sex,Male,3763,5220,72.1
ED Visits,Santa Cruz,444013,Watsonville Community Hospital,N/A,Investor,Urban,Non-Teaching,100-199,Yes,No,Homeless,Sex,Female,263,1167,22.5
ED Visits,Santa Cruz,444013,Watsonville Community Hospital,N/A,Investor,Urban,Non-Teaching,100-199,Yes,No,Homeless,Sex,Male,904,1167,77.5
ED Visits,Shasta,450936,Mayers Memorial Hospital,N/A,Government,Rural/Frontier,Non-Teaching,100-199,Yes,Yes,Homeless,Sex,Female,18,45,40
ED Visits,Shasta,450936,Mayers Memorial Hospital,N/A,Government,Rural/Frontier,Non-Teaching,100-199,Yes,Yes,Homeless,Sex,Male,27,45,60
ED Visits,Shasta,450940,Shasta Regional Medical Center,Prime Healthcare Services,Investor,Urban,Non-Teaching,200-299,No,Yes,Homeless,Sex,Female,2009,6073,33.1
ED Visits,Shasta,450940,Shasta Regional Medical Center,Prime Healthcare Services,Investor,Urban,Non-Teaching,200-299,No,Yes,Homeless,Sex,Male,4064,6073,66.9
ED Visits,Shasta,450949,Mercy Medical Center - Redding,Dignity Health,Non-Profit,Urban,Non-Teaching,200-299,No,Yes,Homeless,Sex,Female,1107,3122,35.5
ED Visits,Shasta,450949,Mercy Medical Center - Redding,Dignity Health,Non-Profit,Urban,Non-Teaching,200-299,No,Yes,Homeless,Sex,Male,2015,3122,64.5
ED Visits,Siskiyou,470871,Mercy Medical Center Mt. Shasta,Dignity Health,Non-Profit,Rural/Frontier,Non-Teaching,1-99,Yes,Yes,Homeless,Sex,Female,111,386,28.8
ED Visits,Siskiyou,470871,Mercy Medical Center Mt. Shasta,Dignity Health,Non-Profit,Rural/Frontier,Non-Teaching,1-99,Yes,Yes,Homeless,Sex,Male,275,386,71.2
ED Visits,Siskiyou,474007,Fairchild Medical Center,N/A,Non-Profit,Rural/Frontier,Non-Teaching,1-99,Yes,Yes,Homeless,Sex,Female,103,357,28.9
ED Visits,Siskiyou,474007,Fairchild Medical Center,N/A,Non-Profit,Rural/Frontier,Non-Teaching,1-99,Yes,Yes,Homeless,Sex,Male,254,357,71.1
ED Visits,Solano,480989,Kaiser Foundation Hospital & Rehab Center - Vallejo,Kaiser Foundation Hospitals,Non-Profit,Urban,Non-Teaching,200-299,No,No,Homeless,Sex,Female,426,1436,29.7
ED Visits,Solano,480989,Kaiser Foundation Hospital & Rehab Center - Vallejo,Kaiser Foundation Hospitals,Non-Profit,Urban,Non-Teaching,200-299,No,No,Homeless,Sex,Male,1010,1436,70.3
ED Visits,Solano,481094,Sutter Solano Medical Center,Sutter Health,Non-Profit,Urban,Non-Teaching,100-199,No,No,Homeless,Sex,Female,427,1229,34.7
ED Visits,Solano,481094,Sutter Solano Medical Center,Sutter Health,Non-Profit,Urban,Non-Teaching,100-199,No,No,Homeless,Sex,Male,802,1229,65.3
ED Visits,Solano,481357,Northbay Medical Center,N/A,Non-Profit,Urban,Non-Teaching,100-199,No,No,Homeless,Sex,Female,1364,4086,33.4
ED Visits,Solano,481357,Northbay Medical Center,N/A,Non-Profit,Urban,Non-Teaching,100-199,No,No,Homeless,Sex,Male,2722,4086,66.6
ED Visits,Solano,484044,Kaiser Foundation Hospital - Vacaville,Kaiser Foundation Hospitals,Non-Profit,Urban,Non-Teaching,100-199,No,No,Homeless,Sex,Female,149,311,47.9
ED Visits,Solano,484044,Kaiser Foundation Hospital - Vacaville,Kaiser Foundation Hospitals,Non-Profit,Urban,Non-Teaching,100-199,No,No,Homeless,Sex,Male,162,311,52.1
ED Visits,Sonoma,490964,Healdsburg Hospital,N/A,Investor,Rural/Frontier,Non-Teaching,1-99,No,No,Homeless,Sex,Female,43,178,24.2
ED Visits,Sonoma,490964,Healdsburg Hospital,N/A,Investor,Rural/Frontier,Non-Teaching,1-99,No,No,Homeless,Sex,Male,135,178,75.8
ED Visits,Sonoma,491001,Petaluma Valley Hospital,Providence St. Joseph Health,Investor,Urban,Non-Teaching,1-99,No,No,Homeless,Sex,Female,414,1462,28.3
ED Visits,Sonoma,491001,Petaluma Valley Hospital,Providence St. Joseph Health,Investor,Urban,Non-Teaching,1-99,No,No,Homeless,Sex,Male,1048,1462,71.7
ED Visits,Sonoma,491064,Providence Santa Rosa Memorial Hospital-Montgomery,Providence St. Joseph Health,Investor,Urban,Non-Teaching,200-299,No,Yes,Homeless,Sex,Female,1605,6037,26.6
ED Visits,Sonoma,491064,Providence Santa Rosa Memorial Hospital-Montgomery,Providence St. Joseph Health,Investor,Urban,Non-Teaching,200-299,No,Yes,Homeless,Sex,Male,4432,6037,73.4
ED Visits,Sonoma,491076,Sonoma Valley Hospital,N/A,Government,Urban,Non-Teaching,1-99,Yes,No,Homeless,Sex,Female,26,101,25.7
ED Visits,Sonoma,491076,Sonoma Valley Hospital,N/A,Government,Urban,Non-Teaching,1-99,Yes,No,Homeless,Sex,Male,75,101,74.3
ED Visits,Sonoma,494019,Kaiser Foundation Hospital - Santa Rosa,Kaiser Foundation Hospitals,Non-Profit,Urban,Teaching,100-199,No,Yes,Homeless,Sex,Female,417,1120,37.2
ED Visits,Sonoma,494019,Kaiser Foundation Hospital - Santa Rosa,Kaiser Foundation Hospitals,Non-Profit,Urban,Teaching,100-199,No,Yes,Homeless,Sex,Male,703,1120,62.8
ED Visits,Sonoma,494106,Sutter Santa Rosa Regional Hospital,Sutter Health,Non-Profit,Urban,Non-Teaching,1-99,No,Yes,Homeless,Sex,Female,661,1925,34.3
ED Visits,Sonoma,494106,Sutter Santa Rosa Regional Hospital,Sutter Health,Non-Profit,Urban,Non-Teaching,1-99,No,Yes,Homeless,Sex,Male,1264,1925,65.7
ED Visits,Stanislaus,500852,Doctors Medical Center,Tenet Healthcare Corporation,Investor,Urban,Non-Teaching,300-399,No,No,Homeless,Sex,Female,1516,4625,32.8
ED Visits,Stanislaus,500852,Doctors Medical Center,Tenet Healthcare Corporation,Investor,Urban,Non-Teaching,300-399,No,No,Homeless,Sex,Male,3109,4625,67.2
ED Visits,Stanislaus,500867,Emanuel Medical Center,Tenet Healthcare Corporation,Investor,Urban,Non-Teaching,200-299,No,No,Homeless,Sex,Female,642,1953,32.9
ED Visits,Stanislaus,500867,Emanuel Medical Center,Tenet Healthcare Corporation,Investor,Urban,Non-Teaching,200-299,No,No,Homeless,Sex,Male,1311,1953,67.1
ED Visits,Stanislaus,500939,Memorial Medical Center - Modesto,Sutter Health,Non-Profit,Urban,Non-Teaching,400+,No,No,Homeless,Sex,Female,997,2923,34.1
ED Visits,Stanislaus,500939,Memorial Medical Center - Modesto,Sutter Health,Non-Profit,Urban,Non-Teaching,400+,No,No,Homeless,Sex,Male,1926,2923,65.9
ED Visits,Stanislaus,500967,Oak Valley Hospital District,N/A,Government,Rural/Frontier,Non-Teaching,1-99,Yes,No,Homeless,Sex,Female,15,67,22.4
ED Visits,Stanislaus,500967,Oak Valley Hospital District,N/A,Government,Rural/Frontier,Non-Teaching,1-99,Yes,No,Homeless,Sex,Male,52,67,77.6
ED Visits,Tehama,521041,St. Elizabeth Community Hospital,Dignity Health,Non-Profit,Rural/Frontier,Non-Teaching,1-99,Yes,Yes,Homeless,Sex,Female,366,1105,33.1
ED Visits,Tehama,521041,St. Elizabeth Community Hospital,Dignity Health,Non-Profit,Rural/Frontier,Non-Teaching,1-99,Yes,Yes,Homeless,Sex,Male,739,1105,66.9
ED Visits,Trinity,531059,Trinity Hospital,N/A,Government,Rural/Frontier,Non-Teaching,1-99,Yes,Yes,Homeless,Sex,Female,20,96,20.8
ED Visits,Trinity,531059,Trinity Hospital,N/A,Government,Rural/Frontier,Non-Teaching,1-99,Yes,Yes,Homeless,Sex,Male,76,96,79.2
ED Visits,Tulare,540734,Kaweah Health Medical Center,N/A,Government,Urban,Non-Teaching,400+,Yes,Yes,Homeless,Sex,Female,976,2789,35
ED Visits,Tulare,540734,Kaweah Health Medical Center,N/A,Government,Urban,Non-Teaching,400+,Yes,Yes,Homeless,Sex,Male,1813,2789,65
ED Visits,Tulare,540798,Sierra View Medical Center,N/A,Government,Rural/Frontier,Non-Teaching,100-199,Yes,Yes,Homeless,Sex,Female,271,879,30.8
ED Visits,Tulare,540798,Sierra View Medical Center,N/A,Government,Rural/Frontier,Non-Teaching,100-199,Yes,Yes,Homeless,Sex,Male,608,879,69.2
ED Visits,Tulare,540816,Adventist Health Tulare,Adventist Health Systems,Non-Profit,Rural/Frontier,Non-Teaching,100-199,Yes,Yes,Homeless,Sex,Female,77,369,20.9
ED Visits,Tulare,540816,Adventist Health Tulare,Adventist Health Systems,Non-Profit,Rural/Frontier,Non-Teaching,100-199,Yes,Yes,Homeless,Sex,Male,292,369,79.1
ED Visits,Tuolumne,554011,Adventist Health Sonora - Greenley,Adventist Health Systems,Non-Profit,Rural/Frontier,Non-Teaching,1-99,Yes,Yes,Homeless,Sex,Female,150,627,23.9
ED Visits,Tuolumne,554011,Adventist Health Sonora - Greenley,Adventist Health Systems,Non-Profit,Rural/Frontier,Non-Teaching,1-99,Yes,Yes,Homeless,Sex,Male,477,627,76.1
ED Visits,Ventura,560473,Community Memorial Hospital-San Buenaventura,N/A,Non-Profit,Urban,Non-Teaching,200-299,No,No,Homeless,Sex,Female,252,867,29.1
ED Visits,Ventura,560473,Community Memorial Hospital-San Buenaventura,N/A,Non-Profit,Urban,Non-Teaching,200-299,No,No,Homeless,Sex,Male,615,867,70.9
